Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4
71105.2103023928,722.867575926576,420.4977741043611,253.88788344534493,1.5719090646923748,0.8608199342477355,55760.867167199525,275.5756005707216,0.7880385160861835,0.9762162041923382,0.7536888058410798,0.8751509757012061,0.005378202732201387,-0.0004548105334488152,0.5314850753696099,1.0024014260846388
85063.19223912855,1227.4208689892153,347.14053703686125,190.97476112409467,1.554582636970148,0.7528400739549299,57306.13560031605,343.0657338820731,0.8496797619511318,0.9799779858242765,0.9006439730644104,0.8610055743496676,0.006250264815899606,0.002189307263204484,0.6391638249780403,1.0021277898064358
96627.93739729405,1047.7301720064095,391.32110195879864,245.45953017236906,1.5551721156190932,0.7932429240985372,87377.4856935374,326.51242919059786,0.7472540939626197,0.9776425013789243,0.8788703564145552,0.830078624336834,0.004150376321565924,0.0012435348056714164,0.7007673945385449,1.0000817461899008
100363.1486052653,954.508905390079,395.69546586690467,193.79446959270055,1.3006307706136129,0.8072369225225435,55723.155972871624,355.08904719935254,0.8193552142739555,0.974630876246055,0.7340901356747331,0.7913132945717632,0.008061077959095823,0.001098465132653012,0.5620297010687567,1.0011490288821936
89695.7963768629,950.859531784088,327.50797516627256,217.90096818759585,1.4703766097210504,0.8453596790562644,50291.270397752625,322.4945240596519,0.6844669909950613,0.9831697020958766,0.8666151828738587,0.8474084890879994,0.00563909107756322,0.001089296032115483,0.5448446405698946,0.9970651859655781
86901.3959710515,841.4215919910941,409.51212816705356,308.4507991230283,1.602904499205045,0.7153294931187147,69061.09857236782,317.97709095705613,0.7633290138940964,0.9772970582251409,0.8773092139035672,0.8065753210809503,0.004867932446219096,0.002331067952443442,0.7227620185053711,0.9982453379196408
67256.05373795053,1224.5575213860154,346.68889279231604,272.24611940679915,1.4007411985018816,0.8198182878071886,70279.23570326608,317.44518191456297,0.7526466587476495,0.9744679451688231,0.7001674861042246,0.8208725448075431,0.004004334346247565,-0.0011632029419211298,0.5424747611978741,1.0008666657269474
83198.24327911569,1095.826622707434,458.82345955330965,215.74684330313366,1.6113329770091172,0.7927891377505906,43913.69095239742,327.12602174248286,0.7627945127913921,0.9827184086492248,0.8943817905400302,0.8400522672885149,0.006051971883913644,0.0006447633043629214,0.6814695584427334,1.0002730047515773
60841.96604337863,1226.9341680765333,330.303898296422,210.49275388714182,1.4653185190534803,0.8564393707023366,62886.16947094095,306.02520896820124,0.8009987000263655,0.9800221326707017,0.8625584573900158,0.8194776099908642,0.004726844876490578,0.0008203979923635082,0.6335097347195704,0.9996495212946989
81446.8148564836,1173.9321453054667,427.58772782747934,226.0592014184792,1.6709442256428453,0.8657327390205722,57733.45045940824,344.6096020266111,0.7859481958184581,0.975861933872839,0.7935178050003053,0.8553054053770877,0.007275580545156084,0.0027124101360421816,0.5425296636804638,1.000925701264553
91865.8816718531,1263.7756730846427,382.4080623442711,280.94114476151276,1.4049393861067132,0.704388640187703,64333.41406038042,356.56676270482535,0.7482930126828226,0.9781412514173915,0.8944065126455851,0.8287970931572652,0.006881185076872915,0.0009611636156790591,0.5692872335981563,0.9956686712133782
84062.9657833785,1018.2212962444119,364.4041863648922,246.91620083000674,1.8529118159318578,0.7360424994881216,71458.65002059031,323.33565179970174,0.778142297580719,0.9820780166108231,0.8675595701575108,0.8229657222762352,0.004723698861214405,0.0032880551524243,0.6840971493484439,0.9983308419648159
68953.73363378941,1173.6919869063067,448.11163139417954,251.4653656483651,1.465784890541938,0.8089955306961837,61420.3869677866,322.99924723607444,0.737696390330896,0.9796725572009629,0.886784699859302,0.7819101362201191,0.004925355072190596,0.0014715711240587473,0.6391277411333236,0.9993020999611443
