Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4
127701.09664585674,1759.5853121365571,708.0383432565222,340.55298051218097,1.7752443556073498,0.7410906013522877,196947.1650529289,441.1616174656955,0.8422232584246194,0.9926620491159169,0.8215730150982457,0.861449843641183,0.0020419560753133247,0.0005836976879609318,0.5792298912815844,0.9869102219761903
201949.6014966189,1382.9202223958657,598.4171249298804,373.5714366176605,1.7116262962259166,0.7157365684637841,184186.32931216146,452.3130243957988,0.7333271702601061,0.9936526009339621,0.8359739058255531,0.7355979645013258,0.0016176262998006006,0.000955104650361112,0.5828189037292787,0.9895439230432165
149702.61343175053,1755.0012260562023,679.7668034822151,400.6544367375247,1.988786664786624,0.7662683395221997,202333.54344033074,396.0078048196068,0.7972530931773839,0.9872834735350758,0.8102604123933879,0.816036679834322,0.0025434023572281812,-0.00039856736832938084,0.6982782137221725,0.9894957584074069
135327.93072344165,1437.7453986626483,648.2948356328925,399.84421520443476,1.6528665882943039,0.6950904362988195,187117.76571048982,462.40248701536393,0.8157842654939707,0.9863040288799186,0.8800757594594906,0.7075434152496493,0.0022375329749198722,0.00011345940593431383,0.4833118722497089,0.9890557440652
152615.68953473083,1397.81151284159,529.2428861688591,394.09436004371605,1.3390618142385093,0.669848963573267,161752.92231559227,422.9890726805181,0.8183096134219029,0.9852076664348394,0.8343442947218809,0.7290744547940017,0.0020207916826730653,0.0009832299060561149,0.6549622478181573,0.9849097210282359
138020.34886528668,1405.2615082607772,634.5473752172268,348.40534568871374,1.5598686190089566,0.6823642922331911,181714.2395808851,453.8192148603783,0.7948302930059449,0.9889840458966247,0.8624580108000363,0.7528236044785841,0.000939328134441089,0.0004522545775808881,0.6977995036303056,0.995607741564477
196930.7862622915,1431.4364655397396,608.1277646810056,387.4797664390207,1.63445217716997,0.7201299383163101,190534.31163299514,449.16353195290577,0.8606845866541004,0.98584211413293,0.8816182746313954,0.7152702806205095,0.0026070682885509806,0.0005470564400884611,0.578784313478201,0.9871221774524559
154214.6511133744,1363.4441498383744,693.5554629929459,392.5966243492916,1.7769545551043364,0.630449809697754,147804.64028637618,511.42724872893956,0.6688065948198406,0.9925860143196735,0.8074002746081848,0.7686460596709951,0.00027249255947656625,-0.00020651156369658186,0.6129391899172799,0.9861171567812387
216340.81330710195,1606.4164376943766,551.5890916684963,348.14252477086256,1.247063973568976,0.7127052772543212,174221.26920988061,475.921829815334,0.7722705774256926,0.9877398185919435,0.8657113309940995,0.8107599130650731,0.0015221382074072157,-0.001858245523598708,0.5206397941460053,0.9948139409821705
147488.8196909776,1560.3759568944542,642.2852581832882,384.15175813641116,1.5768352046014273,0.7768844817919524,194281.7480683238,389.4820913449062,0.8217236215045609,0.9906173180468257,0.841443455763701,0.747431542922478,0.002227909806085529,-0.0016364881412396174,0.6840905396008355,0.9853562177568004
156430.4901685821,1645.1275054420084,712.9428972507626,399.0615085058503,1.815742695348184,0.6642015498235154,182028.6046781934,532.6047073899048,0.8498548131504531,0.9884537460304013,0.8872529342447136,0.7600173459313033,0.00253291248013401,-0.000802285981514932,0.615403974211891,0.9933152617562624
130382.71673061234,1428.7613268104078,684.0813463630557,420.50983476104034,1.7536699672142066,0.7156189124127063,195199.97818001587,441.62738813161945,0.8205708547678421,0.9831887976164837,0.8584699787473059,0.7508823579267226,0.002608605301619833,-0.002147057296673923,0.550703491040435,0.9912313997410613
146637.76296644929,1470.9033374844057,615.2570141531083,344.01927002025974,1.690530678367669,0.78782766035244,194863.1961121808,407.98173783275695,0.7125803470560789,0.9967689064160263,0.8201503576413433,0.7385273809002825,0.003364427456518941,0.00045850706247834843,0.6787139600495649,0.9947102728700219
158133.30351313253,1330.4560658821877,662.4489245773115,372.10234416732106,1.823297949764949,0.7041711890939034,207727.91109336284,399.7015217277278,0.7256746117737266,0.9840363905415324,0.7889419552517677,0.7376542800067665,0.003024464668099852,-0.0013328029833254412,0.7356300547441061,0.9922921385797993
114206.54235424001,1254.785595664788,642.7855996958583,436.70137321857084,1.695311984397103,0.7198545014882642,200616.0485956354,406.7232937538625,0.769344654861276,0.9914999610596504,0.8570941590925802,0.8161465515701024,0.0013985064369115095,0.0007328157125367328,0.5152306555697171,0.9863291506262736
163321.76647404398,1684.6440566287047,656.792729895908,392.0826474955148,1.8875041424111072,0.7172297403869179,231183.52137814256,495.2352978832631,0.8331058601317294,0.9813289718828957,0.8263318736798502,0.7535038516220731,0.004315564859850375,-0.0019329359270262442,0.5741709347882368,0.9900034526834841
142404.36467100054,1499.9984249491936,755.5424443108177,365.45852693247656,1.9894174974735863,0.7109059301826629,195750.72907934425,501.52429457484357,0.7057633447105139,0.9960809248898685,0.8140419211337827,0.7197684710199759,0.0007999950125228985,-0.0002872550722665528,0.6414997139587238,0.9929502996665883
150538.62182473618,1755.353487553806,561.4803807900711,334.690885464398,1.3656663213642914,0.7339881749169276,190416.1940276433,495.5668014791811,0.7440932358252599,0.9932343831580444,0.8946449351592053,0.7413328606224082,0.0019375287446841472,0.0011188645848157265,0.6226899212559772,0.9904185942864997
158282.24821532486,1533.7312625162003,691.6037584793443,398.514445482917,1.7084893915619441,0.6529672689534022,207414.93478263955,420.65503717855455,0.7957778306766128,0.9877405223570275,0.8292081582200517,0.8299126208457045,0.002646859195500208,-0.0006557923457381512,0.5128182342130226,0.9882897368632917
176215.01650610796,1285.5275630534645,724.5083417239264,377.3635194706392,1.7407315873129239,0.6546554029407207,227525.64479840174,486.92884761362143,0.6765851747050426,0.9874002819700937,0.9172263685834323,0.781118454261522,0.0007821902473708698,0.0012053219021123328,0.6281022012648748,0.9913150708359574
126570.46348498808,1508.9047268916688,714.3839778704186,420.64600123735096,1.5030636719813475,0.713352752266615,161160.69627802266,416.9214421019717,0.7905372266923052,0.9889452676626778,0.7871248816522302,0.7094967582016367,0.002130779655990374,-0.0011579312993742204,0.6612609509026127,0.9833477757935284
137974.97944135987,1453.4740380980331,676.5847640340278,359.98811114857,1.6985482127651697,0.6952661030199088,186272.0994777004,471.1378510324657,0.7140464415760182,0.9852110711648017,0.8932237663487089,0.7377780020233634,0.00392976710639324,0.0014411726027084453,0.600740001507502,0.98558106769746
130466.55611280483,1348.8088133438825,681.4030573360137,350.48803754994225,1.7858465065435345,0.7018352972557216,141414.00275499694,434.4094489660671,0.8547742994486132,0.9854475741574511,0.8968857815866201,0.8255721539036941,0.0010825060099750763,0.0012255026059656256,0.7029518962189828,0.9808350556531674
