Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4
51583.189678051276,1044.0471056493398,311.0095239777561,166.4753839612265,2.23023846225436,0.8972528195677102,46852.27920100613,238.92357350400633,0.6171136611010876,0.9833736855280207,0.8601695319511754,0.6922803998068245,0.005684732868992421,0.00042497939555558473,0.44026412504747814,1.000540126849471
58798.80623566593,1114.2883877104937,369.9932043024431,159.37624019838495,2.164893160303774,0.8620608549658649,54998.176844692345,299.940273074745,0.7270783896881072,0.9920325509921615,0.765519001073438,0.6874927169815235,0.00808640077647822,0.0028400637702450555,0.45517131039552433,0.9911650445721747
42854.60443896248,1102.7848404483889,282.5721027175559,156.62353261133785,2.142670201577273,0.9028734708276961,53949.63316747015,269.8503695880219,0.7215378394521802,0.9939368834984627,0.8379672928356682,0.7059512660705951,0.004590648672982738,0.0025885329559750935,0.4888497714246102,0.9909954509544227
50220.494624947896,971.0256625167092,294.3220748182199,164.2488710352442,2.3953316550480497,0.8953398584095718,32908.14551285781,278.69694367675396,0.6212144493947083,0.9872178541508685,0.8444682149456533,0.676208279478607,0.004545734554370836,0.0017289160771436502,0.4740725910347361,0.9968004558020656
66072.97095130762,1094.7755697535442,355.004964103466,205.84742460704308,2.24963713565023,0.9025604805268211,48234.58341282474,305.60385744427043,0.7279313160267088,0.9912138439567257,0.765011867100273,0.7230772697316349,0.006444453253402027,0.002369065182230609,0.5064094749513377,0.9911762363001523
51367.38494386524,1168.9551706993232,335.84318384322404,188.73639446905696,1.7793102227963913,0.8231942730355302,62893.21008706922,243.9801079554461,0.5810497082668906,0.9882721032088869,0.7876811201435813,0.6994975269191703,0.004543019992679698,0.002030258372463507,0.4778720227061798,0.9964180263436312
49204.83158571282,1116.7906801675324,348.4946381587236,200.67308770221754,2.1832081084330346,0.8757581765369199,62229.03290582575,264.8550871456362,0.5812873201638591,0.9933533060149112,0.8527640368209547,0.6444819098624404,0.008489076436841062,0.0029674398662912433,0.5244688620394498,0.992836947802324
55473.35334821941,1033.3243006330729,356.5418942198167,206.20478939704168,2.3263220823046025,0.8393063262459352,64501.08913324312,223.7210480649731,0.6956627725880173,0.9895266329147328,0.8639203157836552,0.6511762551634426,0.007503355832077129,0.0037716345447764525,0.46447672466044604,1.0007221151000705
55950.16425499612,1045.9657605274322,272.8651930097201,177.4597793282427,2.162940386612007,0.8591991305215793,73456.02157921922,284.0741097267121,0.6412780613351746,0.9931016068117872,0.7872155774953209,0.7084592456252733,0.003581383774716475,0.0014825336404540044,0.45105250855878487,0.9949546931949463
55516.45830852707,1018.5381182160663,303.6103123755944,212.43421579955364,2.1866075060834955,0.9151936489113945,35580.77060734613,244.53370243211475,0.7875854892672723,0.9945401523171199,0.7839938770657081,0.6589021695477185,0.007543644153461318,0.0003443608824487017,0.4717115665026258,0.9941050645406786
49519.53735537116,1108.6838007525441,420.62553913927826,224.0483401714995,2.166336426007144,0.8865378328857282,46645.61483180638,285.07287429301385,0.6875525316659686,0.9941041645970229,0.7938806854894191,0.6498658026000055,0.004749417264572,0.0026914708366826265,0.4490531118860247,1.001165048296054
51154.93689697108,1060.4703466324063,354.4465325901298,143.47094466542694,1.9506012385257692,0.9020817451912142,42713.61091003228,310.08969527067643,0.5424384952730528,0.9938268565601405,0.7668377716622704,0.7032112481475119,0.004567556862097173,0.002528354653545747,0.4457868741999033,0.9905347711400088
80834.83423574544,996.4238433951391,362.8664589282191,146.67926176538805,2.12359355084062,0.8939049106448516,63434.24059306024,228.91031728398946,0.6443601334125946,0.9917826776384048,0.8668680386175158,0.6930382793029594,0.005788465118453406,0.0014598239635000474,0.4043802587673547,0.9953899700902236
55320.21766751177,882.6679486664785,360.79942353471586,168.47498535407533,2.267589125911101,0.8879389086699673,67274.04311541287,305.6786838344783,0.6821130819178379,0.9925582662448631,0.7946546554688385,0.7210738711654265,0.004033838067480682,0.00341371890164963,0.5540363920185091,0.9834187680072045
