Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
31178.11,638.34,213.73,185.99,1.54,0.6,31518.87,198.43,1.44,0.65,0.33,-0.33,1.16,0.63,0.36,2.13,SEKER
31375.08,635.12,220.79,182.71,0.65,-0.26,31603.81,198.94,-0.39,1.6,1.79,0.25,-1.09,1.44,1.61,0.87,SEKER
30519.35,629.37,212.74,181.97,0.33,1.97,30847.22,196.92,-0.19,0.9,1.37,-0.05,0.74,0.41,0.36,2.37,SEKER
31103.98,640.85,216.68,186.56,1.77,-0.08,31422.26,198.87,1.04,2.49,-1.38,0.86,-1.49,-0.08,-0.01,-0.28,SEKER
31202.4,643.38,216.46,184.64,2.41,-0.37,31572.62,199.5,-0.88,0.55,0.87,-0.33,-1.39,-0.22,-0.76,0.92,SEKER
32250.69,645.04,221.52,185.16,1.74,-0.17,32513.02,203.62,-0.35,-0.15,0.88,-0.43,0.87,-1.95,0.92,2.13,SEKER
30685.45,634.41,213.22,182.33,2.21,0.1,31044.09,197.03,-0.19,0.11,4.05,1.09,-0.94,-0.7,0.68,1.86,SEKER
32108.47,663.71,223.41,179.6,2.06,-0.86,32567.38,202.18,0.84,-0.11,0.88,1.09,0.88,0.36,2.04,0.73,SEKER
30007.77,646.3,208.71,183.06,1.58,0.23,30722.64,192.73,1.56,0.17,1.37,0.12,-0.25,-0.62,1.19,2.31,SEKER
31766.95,650.37,219.47,182.62,1.62,1.19,32172.73,202.46,1.63,0.06,1.67,1.71,0.2,-1.17,0.53,-0.31,SEKER
31373.33,636.9,219.86,182.38,0.52,0.1,31602.44,200.77,0.04,1.31,1.93,-0.33,-0.64,0.03,0.63,0.9,SEKER
31336.0,635.18,217.6,182.82,-0.13,-0.03,31599.24,200.83,2.1,2.81,0.95,0.8,0.36,-1.15,1.94,1.19,SEKER
31572.47,673.51,216.29,186.68,1.68,1.28,32196.05,201.19,-0.2,2.76,1.08,2.94,-1.6,0.53,-0.18,1.88,SEKER
32037.87,643.89,224.77,181.54,-0.63,-0.64,32308.59,200.94,-0.91,1.31,-0.02,2.28,-0.67,0.06,2.18,-0.02,SEKER
30518.54,630.17,211.74,183.08,0.97,0.47,30846.23,197.01,0.46,1.81,1.92,1.9,-0.36,0.13,1.06,1.12,SEKER
31811.22,643.34,223.45,179.13,1.46,0.89,32052.17,201.33,1.97,-1.33,-0.12,2.21,-0.11,0.46,0.59,-0.52,SEKER
32252.48,644.08,221.7,184.44,0.6,0.58,32514.64,203.25,1.82,1.57,1.09,1.16,0.65,1.04,1.58,1.03,SEKER
30280.92,633.71,212.4,181.73,2.44,1.82,30598.44,196.1,-0.85,0.08,2.59,2.08,0.32,-1.14,-0.32,-0.06,SEKER
31178.1,637.13,212.69,186.04,1.06,1.32,31518.32,199.02,0.82,0.59,0.63,0.61,-1.76,-0.74,1.79,2.26,SEKER
