Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
50167.35,872.71,310.13,207.41,1.44,1.05,50936.78,252.15,-1.15,1.34,3.4,0.72,-0.63,0.3,-0.58,0.34,BARBUNYA
45653.43,840.32,306.23,191.03,1.38,1.25,46600.45,242.02,1.26,0.67,1.13,2.15,0.12,-0.43,1.92,0.3,BARBUNYA
47939.21,853.0,284.2,215.32,0.86,0.22,48828.46,248.12,0.22,2.13,0.79,1.45,0.44,1.32,-0.3,0.54,BARBUNYA
50035.26,845.59,279.31,226.88,1.62,1.79,50802.02,253.15,0.98,-2.25,0.64,2.59,0.59,-1.03,-1.2,1.95,BARBUNYA
47667.62,844.63,299.85,202.62,0.8,-0.71,48451.13,246.15,1.42,0.3,-0.8,2.69,-0.31,-0.12,0.47,-0.61,BARBUNYA
48438.76,810.26,297.02,207.16,0.46,0.81,48881.13,247.46,0.8,1.16,0.06,0.68,-0.81,0.72,-0.09,-0.74,BARBUNYA
50166.4,893.63,312.59,204.24,1.35,1.24,51209.77,254.41,-0.15,0.68,0.48,0.17,0.41,1.54,2.15,0.13,BARBUNYA
48161.1,828.24,304.85,203.39,0.78,-0.08,48951.84,246.89,-1.16,2.34,-0.06,-1.01,-1.06,-0.72,0.9,2.43,BARBUNYA
41487.69,759.71,283.33,186.54,3.22,1.21,42006.78,229.99,-0.21,0.86,1.41,1.16,2.01,0.24,1.24,0.49,BARBUNYA
50682.89,906.38,317.89,207.38,2.06,0.05,51612.86,255.13,1.73,0.96,1.56,-0.81,0.16,-0.13,-0.4,1.96,BARBUNYA
47147.72,858.02,300.92,197.76,-0.52,1.1,48092.19,243.71,2.15,1.0,0.26,1.41,0.84,0.23,2.38,0.57,BARBUNYA
51512.41,887.15,277.58,237.49,0.68,-0.41,52436.81,256.71,-0.12,0.32,1.74,1.23,-0.62,-2.66,-0.4,1.42,BARBUNYA
49989.31,911.1,329.03,194.75,3.1,2.55,51285.5,250.86,1.33,-0.22,-0.32,1.4,2.26,0.83,1.73,0.83,BARBUNYA
44923.04,817.06,282.34,202.48,2.03,-0.73,45771.37,239.64,-0.06,0.12,2.32,0.92,0.6,1.07,-0.73,0.57,BARBUNYA
45652.48,840.39,304.2,191.36,-0.32,1.39,46601.9,241.38,1.29,0.3,0.17,1.23,-1.37,-0.42,0.82,1.22,BARBUNYA
45012.14,853.91,299.21,193.77,2.86,0.51,45841.39,241.64,-0.19,0.0,1.03,0.93,1.18,-1.26,1.02,-0.39,BARBUNYA
48438.02,810.91,298.9,206.1,1.33,-0.42,48883.75,247.5,-0.25,-0.9,-1.34,0.04,-1.09,-0.67,-1.07,2.36,BARBUNYA
51106.22,884.06,317.33,205.98,0.26,-0.94,51978.83,254.73,0.09,-0.63,1.16,0.89,0.22,-0.93,0.44,-0.16,BARBUNYA
47981.49,809.03,292.03,208.99,1.9,1.12,48449.6,246.98,-0.89,0.69,1.1,0.13,-0.15,-0.13,1.01,0.49,BARBUNYA
47881.76,874.46,329.19,185.79,0.89,0.32,48754.24,246.92,-0.95,1.12,0.13,1.57,-0.45,-1.08,0.16,1.52,BARBUNYA
45011.39,853.76,300.05,191.02,0.8,0.31,45840.95,238.57,0.54,0.36,1.97,0.57,0.59,-0.26,1.43,1.61,BARBUNYA
49309.01,866.17,303.43,204.78,1.29,-0.79,50236.03,252.13,0.22,-0.02,3.84,1.33,0.73,0.11,0.84,2.09,BARBUNYA
49754.77,869.79,331.04,190.8,0.61,0.56,50784.17,250.47,1.98,1.73,1.08,1.18,-1.44,-0.09,0.3,0.12,BARBUNYA
48830.84,872.36,318.85,194.58,0.15,0.35,49662.44,250.35,0.7,1.6,-0.08,0.99,-1.09,-1.15,2.15,-0.38,BARBUNYA
45564.3,803.07,295.41,195.93,-0.22,-0.78,46120.69,240.84,0.72,1.16,0.5,0.56,-0.57,1.63,-0.57,2.71,BARBUNYA
47981.24,808.96,290.98,208.86,1.15,0.09,48451.92,248.27,0.99,1.54,0.15,0.31,0.48,0.48,0.92,1.37,BARBUNYA
44028.02,813.78,293.34,191.46,1.62,0.99,44640.48,236.27,0.08,1.12,3.02,1.96,-1.0,1.48,-0.48,-1.02,BARBUNYA
41487.45,760.48,283.7,186.04,2.15,1.04,42004.83,229.57,2.3,0.46,2.46,0.72,0.19,1.37,0.66,1.24,BARBUNYA
50034.81,846.43,280.74,227.05,1.9,0.67,50803.38,252.9,1.53,-0.1,1.85,0.88,0.74,-2.57,1.38,2.83,BARBUNYA
48915.52,894.79,310.83,202.26,1.58,2.68,50029.09,249.45,-0.0,0.82,-0.64,0.66,-0.64,-1.21,-1.2,0.11,BARBUNYA
45012.86,854.12,299.53,192.24,2.05,-0.31,45841.11,238.76,-0.17,0.48,0.66,2.2,-0.87,2.7,-0.49,1.54,BARBUNYA
48916.34,893.84,311.0,200.85,-0.15,0.22,50027.9,249.9,0.85,1.03,2.23,2.14,0.33,0.13,0.64,1.52,BARBUNYA
45010.51,852.69,301.07,192.61,1.54,1.13,45842.78,239.21,1.99,0.12,0.85,-0.02,0.52,-1.78,-0.06,-0.87,BARBUNYA
45652.52,840.36,304.11,191.84,0.98,1.44,46601.61,239.13,0.17,2.06,0.18,0.46,-0.56,0.69,1.18,2.17,BARBUNYA
42012.19,807.96,267.21,203.59,0.41,-1.15,43086.94,232.11,0.88,0.89,0.55,2.12,0.46,1.44,-0.02,1.81,BARBUNYA
51014.43,859.35,327.07,199.51,2.04,1.53,51718.51,254.68,2.24,2.5,-0.02,0.47,-1.19,0.95,2.55,0.97,BARBUNYA
48439.7,812.59,296.53,206.08,2.96,1.34,48884.7,247.94,0.53,1.16,0.56,1.15,1.43,-1.15,-0.75,1.63,BARBUNYA
48638.66,873.67,303.94,204.19,1.42,-0.0,49543.19,249.25,2.2,-0.38,-0.29,1.8,-0.1,-0.94,0.84,2.29,BARBUNYA
47147.57,857.33,299.4,198.62,1.76,0.38,48090.62,245.84,0.78,1.08,0.37,-0.82,1.62,-0.07,0.45,0.8,BARBUNYA
51016.0,860.25,327.85,196.73,2.47,0.96,51718.15,254.34,2.35,1.79,0.5,1.53,0.04,-0.73,1.75,1.81,BARBUNYA
41487.48,761.25,283.36,187.9,0.66,1.08,42004.83,228.73,0.96,1.61,-0.09,0.45,0.94,1.21,-0.31,-0.5,BARBUNYA
50681.57,906.12,313.73,206.62,2.12,-1.22,51614.36,252.33,-1.02,-1.1,1.09,1.01,0.47,-0.53,1.24,-0.43,BARBUNYA
50035.34,847.24,280.85,230.1,1.04,0.27,50801.49,252.56,0.31,1.85,1.55,0.06,-1.19,-2.42,1.17,2.09,BARBUNYA
42011.94,810.86,264.15,203.37,2.89,2.45,43086.71,229.45,0.17,1.71,1.65,0.48,-0.81,0.48,-0.29,0.09,BARBUNYA
50166.12,894.74,313.07,203.73,1.89,0.64,51209.42,252.26,1.24,0.51,2.02,0.0,1.0,-0.7,0.78,1.31,BARBUNYA
49307.5,868.32,305.57,206.18,1.59,0.34,50235.01,250.58,0.17,1.76,0.27,0.84,0.69,1.01,-0.88,2.12,BARBUNYA
48868.13,886.28,313.76,198.75,1.61,0.5,49648.52,248.75,1.99,1.19,0.84,0.81,1.13,-0.91,0.38,0.78,BARBUNYA
51331.28,888.15,331.16,199.38,0.77,0.89,52282.79,254.77,-1.29,1.34,1.81,1.93,-1.03,0.59,-1.61,1.77,BARBUNYA
49967.1,878.03,312.9,204.11,0.14,3.32,50786.36,252.25,-0.24,1.37,0.71,1.95,-0.48,0.59,1.25,0.55,BARBUNYA
45652.63,841.44,302.49,194.56,0.59,1.12,46602.84,241.11,0.65,1.04,0.41,1.2,-0.23,-0.58,1.66,1.84,BARBUNYA
47141.33,858.21,297.43,205.7,3.2,0.87,47994.68,245.47,-1.94,0.66,0.86,0.8,0.74,1.69,-0.23,0.08,BARBUNYA
50948.0,884.85,312.71,207.7,-0.55,0.74,52064.41,255.67,0.25,3.01,1.23,1.82,-0.55,0.1,0.85,-0.34,BARBUNYA
49966.38,877.37,311.66,204.55,2.12,-0.11,50786.17,253.19,0.52,0.33,0.22,1.32,-0.54,0.26,2.0,1.34,BARBUNYA
47882.57,871.86,329.49,188.12,1.46,1.83,48754.27,247.04,1.4,0.85,1.64,1.18,1.11,-0.32,-0.52,1.15,BARBUNYA
50976.09,882.14,320.54,201.37,2.77,-0.99,51804.44,256.26,0.72,0.69,1.83,-0.43,0.38,-1.71,-0.41,0.44,BARBUNYA
46530.16,815.4,289.33,204.27,2.28,-0.19,47156.49,243.53,0.25,0.96,1.88,2.11,-0.76,0.52,0.41,0.94,BARBUNYA
47144.43,858.89,297.05,203.45,2.08,0.76,47995.54,245.61,0.01,1.74,1.1,1.44,-0.87,-0.06,1.3,2.02,BARBUNYA
43123.32,838.2,295.29,186.02,2.42,0.61,44073.97,235.92,0.53,1.86,1.7,1.46,2.92,-0.23,-0.45,0.48,BARBUNYA
48159.79,828.06,304.09,204.54,1.7,0.32,48949.2,249.67,0.39,1.68,0.76,1.12,-0.21,-0.6,0.13,2.06,BARBUNYA
44025.52,813.19,293.42,191.29,1.26,1.86,44638.95,237.31,-0.36,0.68,-0.15,-0.31,-0.76,0.12,1.56,0.97,BARBUNYA
45563.35,801.49,294.93,195.58,1.86,1.74,46119.68,243.1,2.63,-1.16,0.93,-0.19,-0.21,-2.21,0.22,1.93,BARBUNYA
