28395,610.291,208.178116708527,173.888747041636,1.19719142411602,0.549812187138347,28715,190.141097274511,0.763922518159806,0.988855998607,0.958027126250128,0.913357754795763,0.00733150613518321,0.00314728916733569,0.834222388245556,0.998723889013168
31431.19,646.49554,217.27667,184.55252,1.178773,0.5192518,31786.06,200.03685,0.77238256,0.98888105,0.94546676,0.9213944,0.006913096,0.0030793916,0.84943765,0.99857455
31431.19,646.49554,217.27667,184.55252,1.178773,0.5192518,31786.06,200.03685,0.77238256,0.98888105,0.94546676,0.9213944,0.006913096,0.0030793916,0.84943765,0.99857455
31431.19,646.49554,217.27667,184.55252,1.178773,0.5192518,31786.06,200.03685,0.77238256,0.98888105,0.94546676,0.9213944,0.006913096,0.0030793916,0.84943765,0.99857455
31431.19,646.49554,217.27667,184.55252,1.178773,0.5192518,31786.06,200.03685,0.77238256,0.98888105,0.94546676,0.9213944,0.006913096,0.0030793916,0.84943765,0.99857455
31431.19,646.49554,217.27667,184.55252,1.178773,0.5192518,31786.06,200.03685,0.77238256,0.98888105,0.94546676,0.9213944,0.006913096,0.0030793916,0.84943765,0.99857455
31431.19,646.49554,217.27667,184.55252,1.178773,0.5192518,31786.06,200.03685,0.77238256,0.98888105,0.94546676,0.9213944,0.006913096,0.0030793916,0.84943765,0.99857455
31431.19,646.49554,217.27667,184.55252,1.178773,0.5192518,31786.06,200.03685,0.77238256,0.98888105,0.94546676,0.9213944,0.006913096,0.0030793916,0.84943765,0.99857455
31431.19,646.49554,217.27667,184.55252,1.178773,0.5192518,31786.06,200.03685,0.77238256,0.98888105,0.94546676,0.9213944,0.006913096,0.0030793916,0.84943765,0.99857455
31431.19,646.49554,217.27667,184.55252,1.178773,0.5192518,31786.06,200.03685,0.77238256,0.98888105,0.94546676,0.9213944,0.006913096,0.0030793916,0.84943765,0.99857455
31431.19,646.49554,217.27667,184.55252,1.178773,0.5192518,31786.06,200.03685,0.77238256,0.98888105,0.94546676,0.9213944,0.006913096,0.0030793916,0.84943765,0.99857455
31431.19,646.49554,217.27667,184.55252,1.178773,0.5192518,31786.06,200.03685,0.77238256,0.98888105,0.94546676,0.9213944,0.006913096,0.0030793916,0.84943765,0.99857455
31431.19,646.49554,217.27667,184.55252,1.178773,0.5192518,31786.06,200.03685,0.77238256,0.98888105,0.94546676,0.9213944,0.006913096,0.0030793916,0.84943765,0.99857455
31431.19,646.49554,217.27667,184.55252,1.178773,0.5192518,31786.06,200.03685,0.77238256,0.98888105,0.94546676,0.9213944,0.006913096,0.0030793916,0.84943765,0.99857455
31431.19,646.49554,217.27667,184.55252,1.178773,0.5192518,31786.06,200.03685,0.77238256,0.98888105,0.94546676,0.9213944,0.006913096,0.0030793916,0.84943765,0.99857455
31431.19,646.49554,217.27667,184.55252,1.178773,0.5192518,31786.06,200.03685,0.77238256,0.98888105,0.94546676,0.9213944,0.006913096,0.0030793916,0.84943765,0.99857455
31431.19,646.49554,217.27667,184.55252,1.178773,0.5192518,31786.06,200.03685,0.77238256,0.98888105,0.94546676,0.9213944,0.006913096,0.0030793916,0.84943765,0.99857455
