Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Class
35783.91,661.9,-562.47,-531.65,428.78,-604.53,34335.19,-329.3,300.48,342.95,35.4,HOROZ
36008.28,-55.65,116.18,344.6,458.22,350.07,36246.88,9.59,-771.96,-817.37,-127.56,HOROZ
38607.48,633.72,617.98,262.85,-63.01,-912.14,38686.43,348.02,-449.46,591.86,467.77,HOROZ
37131.29,187.38,-49.21,709.02,261.94,-643.22,37907.98,-50.28,-364.54,802.87,-363.78,HOROZ
33618.82,-256.58,-233.8,23.17,562.72,379.44,35578.94,-436.4,608.99,166.69,-619.08,HOROZ
38385.17,1432.31,304.25,-233.49,-432.73,126.92,40284.48,-98.38,-85.57,-127.59,-774.05,HOROZ
38095.98,387.99,-306.26,52.38,-16.76,379.32,38814.07,250.96,-122.43,-150.86,209.94,HOROZ
38962.24,2510.87,247.36,-1550.36,730.45,-1926.66,39249.18,765.42,664.02,-136.28,-1366.92,HOROZ
39025.26,1176.43,-116.83,-285.07,-318.04,-247.36,39224.23,478.37,-244.82,-495.67,238.54,HOROZ
36972.39,3591.12,1883.76,2849.63,-1231.91,-774.55,36291.01,1307.16,-825.91,3572.9,-1088.18,HOROZ
34289.05,-115.76,1054.88,1048.45,1750.89,-283.07,35235.43,447.37,-333.23,264.09,-1017.46,HOROZ
36212.92,242.05,115.31,-711.02,586.94,153.58,38024.06,147.22,-131.34,-284.8,-300.52,HOROZ
35748.01,563.05,56.69,200.93,-405.29,-967.14,36089.83,503.92,-160.82,-910.37,-493.15,HOROZ
39801.49,-66.1,259.09,992.03,-54.13,-589.49,40523.72,86.92,1798.63,87.58,82.56,HOROZ
35327.91,644.43,80.73,-961.66,-862.59,24.7,35658.76,-238.91,-351.31,412.37,149.31,HOROZ
39225.28,348.03,367.6,250.91,320.5,17.56,38759.28,-403.48,560.46,-628.14,-334.05,HOROZ
39584.82,594.42,556.66,18.49,456.68,266.96,39703.06,-573.81,182.81,245.88,85.2,HOROZ
35296.13,816.45,-545.83,77.76,-420.27,-269.82,36260.54,438.61,60.89,-267.82,-500.84,HOROZ
38708.25,1144.28,-19.81,87.48,462.89,58.51,38369.67,133.59,44.46,-858.68,-63.78,HOROZ
38787.25,355.1,190.9,451.42,-651.19,-380.49,39455.18,-105.44,-346.65,-40.75,136.31,HOROZ
38538.65,286.86,438.1,707.38,805.0,-714.85,37234.95,1823.36,1750.71,1018.17,426.53,HOROZ
33724.72,1249.86,-9.53,715.0,430.11,6.39,34021.54,10.25,1295.9,-204.85,-464.77,HOROZ
36355.18,440.37,-546.97,-248.25,-874.03,-223.15,36216.33,669.85,-431.73,-196.63,-164.46,HOROZ
38537.27,1408.78,480.67,-200.48,-1437.28,876.83,38293.23,9.55,-809.28,-459.72,-883.27,HOROZ
33798.61,-114.79,-305.22,438.75,-1930.14,557.81,34652.76,-86.97,239.27,-364.56,-505.28,HOROZ
35402.22,921.21,730.4,1312.78,539.25,-1979.41,34754.97,714.87,-1941.74,735.87,-665.35,HOROZ
37780.82,675.0,-3180.44,2902.64,560.5,-2848.99,36578.85,699.65,-2503.53,1796.18,-1649.86,HOROZ
38491.09,406.53,275.63,102.08,295.98,-31.56,39259.81,334.26,-132.51,-352.47,-181.03,HOROZ
39459.64,229.45,368.34,-35.32,810.23,170.3,39659.77,797.09,784.62,-482.96,226.51,HOROZ
39381.85,472.89,821.36,-2.42,-8.91,-353.58,39666.86,-533.7,1482.68,513.48,-42.66,HOROZ
34834.38,826.36,94.49,836.44,-107.85,200.5,34310.3,823.08,-62.11,212.14,189.46,HOROZ
34595.49,-654.3,1363.38,-1169.09,129.69,1066.25,35134.53,2059.07,-225.49,976.1,1625.51,HOROZ
