Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Class
49797.75,1825.75,439.02,232.3,983.05,3314.43,49316.5,1444.11,-1697.85,-3507.8,-1107.6,BARBUNYA
47037.07,1062.14,339.9,902.42,461.89,-523.78,48912.33,413.64,-1220.4,233.35,1124.09,BARBUNYA
42877.7,-755.12,1901.79,-873.51,198.08,-395.62,42474.86,-110.46,813.9,517.55,-803.53,BARBUNYA
47988.1,1218.75,774.66,115.38,611.05,237.9,48419.82,822.06,-157.04,-193.28,-61.01,BARBUNYA
45122.7,1556.82,-11.95,150.88,-171.58,375.02,45564.32,420.85,-590.18,816.75,-542.08,BARBUNYA
48421.66,1727.3,2022.24,-299.06,389.77,-145.07,50771.76,851.18,1087.16,-516.4,457.76,BARBUNYA
48120.68,957.64,555.48,-152.2,66.29,-495.18,48210.09,-1247.94,131.6,605.12,135.27,BARBUNYA
52309.75,6427.02,1455.88,1273.18,3007.69,481.93,54372.53,1660.46,2992.66,4932.77,5851.76,BARBUNYA
50760.33,626.79,-710.1,537.12,1101.49,-647.92,52208.96,-301.95,-657.82,1117.2,-489.12,BARBUNYA
48895.06,27.42,845.28,-3124.33,3398.04,939.1,54736.96,6286.98,-3045.11,1646.34,8850.02,BARBUNYA
47897.14,2519.61,1092.11,-113.29,232.43,-200.41,48785.84,800.21,567.27,851.29,-35.88,BARBUNYA
48501.53,1695.6,1538.98,-622.34,-1177.09,45.43,50119.35,659.65,-439.99,131.5,540.97,BARBUNYA
49141.09,3040.51,-275.72,1883.21,-6930.6,-1490.97,48403.97,655.18,1264.18,-1595.94,-790.62,BARBUNYA
51037.88,1811.93,-2534.31,155.15,786.54,-782.59,50962.64,1271.79,-2154.86,-1172.5,-184.14,BARBUNYA
48675.94,916.99,1158.53,-644.28,-1360.9,137.84,49100.9,25.12,-573.37,-193.81,-559.4,BARBUNYA
48388.01,631.12,491.93,-332.61,527.93,1186.04,48923.06,505.4,-40.92,226.24,-45.44,BARBUNYA
47376.2,585.71,408.79,661.81,1032.32,331.1,46867.7,114.46,-442.68,-754.92,-320.17,BARBUNYA
48977.35,1734.45,-826.14,1269.49,111.18,-1880.23,51266.28,451.04,696.57,772.47,-395.69,BARBUNYA
48051.3,289.43,617.35,-215.23,960.97,296.04,49607.1,1266.75,-196.41,-661.68,-691.5,BARBUNYA
48345.4,510.48,362.42,1257.04,518.87,-413.92,49704.15,-383.43,-71.82,-313.44,842.04,BARBUNYA
45714.68,840.46,-377.46,-1068.52,717.24,-765.25,46106.12,-371.66,-298.66,1627.83,662.06,BARBUNYA
49823.17,2605.21,-395.62,1877.66,942.35,-561.99,50733.51,670.34,-364.98,-411.98,212.23,BARBUNYA
47249.92,825.94,92.29,1030.87,-1495.14,-39.58,49069.18,158.74,-230.28,81.36,168.54,BARBUNYA
47071.0,992.63,592.03,-115.66,-382.44,40.75,48313.56,1275.62,-241.93,-490.98,588.03,BARBUNYA
42282.14,-13.35,2242.7,636.83,221.02,1442.09,41041.55,6476.62,-2981.37,-716.48,-2015.39,BARBUNYA
49090.11,1440.62,788.38,1493.09,295.56,-688.91,53933.98,693.04,194.52,-811.82,-316.23,BARBUNYA
50364.68,347.85,1515.36,179.63,135.85,-429.66,51025.99,805.86,-1138.04,461.28,369.27,BARBUNYA
50727.61,1874.42,-23.81,1094.59,1432.29,2698.26,50712.97,-183.75,-1469.61,541.09,1184.93,BARBUNYA
50798.7,-547.92,988.23,710.34,-439.23,-756.8,49249.65,-1995.85,-292.87,3611.47,-1505.36,BARBUNYA
45541.1,354.21,-97.2,-152.6,284.14,55.35,47129.47,-707.92,652.45,8.97,141.62,BARBUNYA
52266.21,19.77,-634.6,777.71,56.58,-634.05,48265.32,884.7,-1262.69,1108.65,-1309.58,BARBUNYA
48075.75,939.83,-216.58,-53.74,-915.18,-33.91,48834.45,-93.63,1064.27,-1327.43,-470.0,BARBUNYA
47410.9,-440.33,710.26,404.33,-757.2,960.74,47158.18,952.75,-344.76,-1085.55,437.26,BARBUNYA
50328.84,380.79,337.77,101.74,745.83,-830.47,51203.63,-1207.19,552.78,-30.86,-155.72,BARBUNYA
45294.8,-76.35,1308.69,1275.09,-785.89,23.62,47016.61,533.67,-1623.17,290.12,-336.6,BARBUNYA
50091.14,611.01,828.18,958.63,1524.0,-1101.93,51395.9,234.43,-1358.35,2554.79,991.56,BARBUNYA
55085.29,-597.71,3343.08,4042.43,-8664.87,3437.17,54484.69,-91.55,4408.0,-3042.49,3.42,BARBUNYA
49439.52,2001.67,969.31,535.31,783.49,528.21,47003.7,-1319.1,-147.11,1627.42,539.02,BARBUNYA
42880.73,1206.51,507.2,-697.62,326.87,-681.83,43311.82,210.78,965.51,189.39,180.57,BARBUNYA
49488.16,-4.94,-6069.16,81.59,-407.71,-2961.52,49198.98,-1490.08,-3477.75,420.21,-3720.81,BARBUNYA
49918.96,-179.89,-802.26,-952.41,1250.46,-836.05,52214.32,-1536.53,1387.14,54.06,257.71,BARBUNYA
47808.78,-1294.76,-839.56,-240.68,1917.6,-1968.48,48918.1,-1548.2,1201.3,-778.29,-314.92,BARBUNYA
42570.17,550.03,1333.68,10.65,-721.5,273.17,43721.71,-354.72,1528.78,-245.53,558.12,BARBUNYA
47823.11,296.42,-557.86,-2232.16,295.38,-531.43,49339.88,-405.65,-496.84,941.12,41.28,BARBUNYA
