Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
37600.56,750.59,297.45,157.33,2.28,1.06,38281.28,217.42,1.85,-0.13,-0.1,0.16,-0.34,0.63,1.97,1.84,HOROZ
35754.84,756.93,306.08,149.77,2.17,1.93,36384.16,212.83,-0.04,1.01,0.02,1.18,-0.67,0.46,-0.51,0.37,HOROZ
37599.31,748.16,298.95,162.49,2.89,0.53,38278.52,219.77,-0.24,1.02,1.88,2.14,-0.24,0.66,-0.44,0.15,HOROZ
33952.97,717.08,277.86,156.84,0.97,0.14,34418.52,206.1,1.1,-0.25,0.52,1.27,0.7,1.23,1.1,0.57,HOROZ
38470.52,764.47,303.21,161.86,1.33,-0.77,38913.93,221.33,0.15,2.52,-0.83,0.6,-0.16,-0.08,-0.36,2.06,HOROZ
37430.89,746.59,299.12,161.82,1.84,0.93,37901.68,218.31,-0.31,0.38,2.4,-0.38,-0.33,0.08,3.18,-0.52,HOROZ
37470.49,762.81,314.22,152.24,0.49,1.38,38009.89,217.39,-0.08,1.93,0.6,1.11,-0.63,-1.61,-0.39,1.81,HOROZ
35511.9,740.89,294.17,155.35,1.15,0.51,35977.3,215.03,-0.64,0.16,-0.03,-0.92,1.03,-0.59,1.15,1.28,HOROZ
38637.14,771.04,311.1,156.87,4.67,0.06,39096.11,221.4,-0.37,-0.6,-0.26,2.29,-0.05,-0.94,1.25,1.21,HOROZ
35869.07,703.28,265.18,171.91,1.75,0.61,36265.89,211.96,1.56,1.87,0.03,1.4,-1.08,-0.31,0.91,0.54,HOROZ
38468.79,761.53,304.6,162.68,2.09,2.62,38912.12,220.76,0.14,2.0,2.69,1.0,0.7,-1.05,0.04,1.25,HOROZ
39210.97,770.41,315.6,158.28,2.01,-0.96,39693.89,224.85,0.24,0.87,-0.19,1.25,-0.41,-1.41,1.07,-0.66,HOROZ
37738.28,790.89,297.57,166.59,2.01,0.27,38886.19,220.48,1.81,1.92,1.62,1.13,-0.73,0.25,1.64,-0.33,HOROZ
35513.15,738.78,295.4,156.31,0.75,2.18,35978.42,212.91,0.55,0.74,1.33,2.22,-0.77,-1.11,1.26,0.85,HOROZ
37777.0,727.14,284.16,170.08,2.54,0.97,38191.87,217.77,1.56,-0.55,0.48,0.44,-0.85,0.55,0.47,1.02,HOROZ
36608.79,749.6,304.71,153.92,-0.56,1.34,36968.6,214.97,-0.89,1.13,1.0,0.17,1.03,-0.31,-0.87,1.21,HOROZ
39203.38,793.39,321.54,159.59,0.73,0.18,40241.68,223.06,2.47,0.44,1.11,-0.69,-0.0,-0.81,-1.15,0.75,HOROZ
35511.16,742.14,294.13,155.67,2.01,-1.04,35978.59,213.25,0.88,1.66,2.74,0.11,-0.88,-0.6,-0.32,1.09,HOROZ
34233.22,744.85,294.41,147.34,2.0,0.89,34936.47,209.28,0.07,1.1,-0.1,1.04,-1.26,0.08,0.11,1.86,HOROZ
38832.1,768.19,299.22,166.72,1.61,1.62,39549.51,220.81,2.09,0.72,-0.37,-0.7,-0.57,-0.34,0.72,1.43,HOROZ
36457.85,731.27,282.56,166.05,2.01,-0.66,36978.15,215.85,1.75,0.47,1.04,0.2,-0.15,-0.06,2.1,0.52,HOROZ
35513.16,741.69,294.44,155.88,0.24,2.06,35979.35,213.76,0.87,1.5,2.16,-0.47,-0.6,-2.41,2.24,0.89,HOROZ
37431.2,749.7,299.43,159.52,1.93,1.74,37899.97,217.98,-0.58,-0.26,1.47,1.72,-0.72,-0.3,2.14,1.35,HOROZ
37780.96,738.94,284.04,169.6,3.41,1.3,38241.45,221.38,0.49,0.76,1.87,-1.11,-2.04,-0.99,-0.8,1.63,HOROZ
37780.87,739.83,284.61,170.89,0.43,1.25,38241.9,220.61,0.84,1.74,2.99,1.96,0.52,0.45,0.09,-1.15,HOROZ
37502.33,766.12,308.3,157.74,1.35,0.98,38069.83,218.57,0.74,0.5,1.14,0.08,2.04,0.78,2.06,1.0,HOROZ
33955.38,717.34,278.29,155.36,2.46,1.38,34420.23,208.43,1.0,0.86,-0.18,1.31,-0.44,0.72,1.22,1.6,HOROZ
37088.73,761.06,306.03,156.22,3.38,3.09,37536.69,216.81,2.41,-0.91,1.37,-0.14,0.55,-0.47,1.79,0.97,HOROZ
38111.55,863.27,310.06,157.94,2.13,-1.22,39198.61,219.13,0.11,2.71,0.99,0.26,1.13,0.76,1.75,3.34,HOROZ
38110.44,860.77,311.11,158.02,1.56,1.69,39200.98,218.23,-0.19,0.56,0.53,0.83,0.09,0.24,1.01,1.66,HOROZ
38531.21,774.58,317.51,155.4,3.37,2.03,39013.45,222.47,0.7,0.1,0.82,0.86,-0.29,-0.96,1.55,2.49,HOROZ
37778.57,727.92,284.11,170.53,0.51,-1.25,38195.13,219.35,0.29,0.51,1.33,0.73,-0.09,-0.64,0.18,0.76,HOROZ
37788.94,766.92,314.34,152.65,2.72,0.13,38250.52,219.73,1.46,0.21,-0.83,1.18,1.92,0.41,-0.06,1.17,HOROZ
34953.05,708.15,270.95,163.33,1.46,0.8,35402.91,212.61,1.42,-0.13,0.35,-1.21,-1.22,0.08,-0.27,-0.88,HOROZ
36799.08,759.03,301.13,158.16,3.26,-0.08,37392.74,215.41,2.12,0.87,-0.18,-0.18,-2.24,-0.98,0.56,0.91,HOROZ
39210.34,770.36,315.76,158.83,1.32,1.48,39692.77,223.16,1.57,0.79,2.21,0.13,0.93,0.69,0.27,0.53,HOROZ
37776.09,727.33,282.48,171.77,0.56,0.61,38193.77,218.99,1.87,1.3,0.05,0.82,-0.91,0.32,0.05,-0.72,HOROZ
34952.03,708.37,272.33,164.63,2.03,1.14,35403.01,210.53,2.01,1.0,1.83,3.15,0.37,-0.12,0.48,0.74,HOROZ
34374.94,733.69,298.92,148.73,2.21,0.84,34987.67,208.81,2.0,0.25,2.47,1.68,-0.55,-1.51,-0.3,-0.23,HOROZ
35465.06,741.76,278.18,165.63,0.65,0.81,36088.17,215.41,1.18,-1.37,-0.37,-0.1,2.61,-0.91,1.9,2.21,HOROZ
35254.99,717.27,268.16,169.49,1.6,2.64,35861.1,212.29,-0.53,-0.12,-0.73,1.95,-0.6,-0.15,1.68,-0.15,HOROZ
38109.76,861.12,311.32,157.87,1.02,0.97,39200.21,219.39,3.61,0.82,1.3,1.45,-1.15,0.47,2.35,-0.03,HOROZ
37776.7,724.55,281.94,170.9,2.53,0.9,38194.72,219.04,1.96,2.15,2.26,-0.95,-1.1,0.9,2.39,1.32,HOROZ
37736.26,793.38,298.14,164.99,1.58,1.21,38886.56,219.42,1.51,-0.22,0.73,-0.12,0.61,-0.07,2.11,0.6,HOROZ
38293.31,769.9,306.46,160.24,3.24,-0.18,38844.57,220.35,0.93,1.22,-0.23,-1.41,1.33,-0.02,0.8,2.96,HOROZ
35797.05,743.19,294.65,156.75,-0.76,1.87,36549.86,211.74,1.12,0.13,0.52,-0.67,0.33,1.17,-0.5,3.06,HOROZ
38892.03,791.73,319.06,156.92,3.23,1.12,39651.6,221.6,1.59,-0.04,0.9,-0.11,0.73,-0.67,0.56,0.88,HOROZ
38060.79,757.74,303.47,161.28,2.81,0.71,38480.84,220.71,-0.33,1.58,1.4,2.19,0.04,-0.25,-0.39,2.2,HOROZ
37971.98,777.51,316.26,153.22,1.45,0.35,38615.47,219.38,-0.45,2.29,2.12,1.96,-0.37,0.84,0.88,2.35,HOROZ
39210.55,771.46,316.31,158.3,1.96,0.58,39693.31,223.57,1.28,-0.75,1.4,-0.3,-1.18,0.79,-0.07,2.59,HOROZ
34197.12,690.51,265.81,164.97,1.72,1.3,34637.94,209.06,0.7,1.96,0.29,-0.83,0.41,0.74,0.91,0.92,HOROZ
34586.59,726.18,283.92,155.7,2.11,-0.47,35279.06,208.8,0.07,0.6,1.23,2.19,-0.81,0.44,-0.69,3.16,HOROZ
35464.16,741.6,277.44,164.2,2.97,-0.64,36088.73,211.27,0.06,0.34,0.45,1.96,0.07,-0.2,0.8,0.89,HOROZ
35256.18,718.17,266.22,171.4,3.24,1.49,35859.35,211.29,-0.56,-0.1,2.2,-0.35,-1.0,-1.63,3.8,1.04,HOROZ
35255.51,717.8,266.58,168.91,1.83,2.58,35861.69,212.13,2.42,0.5,-0.49,0.34,-0.7,-1.15,1.63,1.63,HOROZ
36609.61,747.9,304.83,152.46,1.01,2.34,36969.59,215.72,0.12,2.48,0.57,2.03,0.19,1.06,-0.86,0.94,HOROZ
34413.57,708.2,277.42,161.38,0.81,2.99,34773.81,209.26,1.6,2.38,0.08,1.04,-1.28,0.43,0.03,0.0,HOROZ
37788.11,766.15,313.69,153.75,2.57,1.12,38249.15,218.92,0.19,0.68,-0.99,0.96,0.56,0.74,-1.74,0.72,HOROZ
36143.01,734.52,300.47,156.89,2.23,1.16,36591.98,214.21,-1.31,0.3,0.36,0.75,-0.28,-0.04,0.37,-0.22,HOROZ
37779.76,738.58,283.32,171.19,1.13,1.25,38242.12,217.46,0.7,2.08,-0.59,1.64,3.04,1.71,0.23,3.08,HOROZ
36500.6,744.28,294.39,157.23,3.22,2.92,37093.16,215.01,0.28,0.61,1.76,-0.12,-0.16,-0.76,-0.4,1.91,HOROZ
35137.74,733.86,291.12,154.38,2.05,1.87,35769.09,212.18,0.48,-0.19,2.1,0.06,-0.58,-1.47,-1.02,-0.34,HOROZ
36499.27,741.16,294.8,158.75,2.94,1.68,37091.01,214.72,0.68,1.55,1.76,1.44,1.77,0.04,0.7,1.79,HOROZ
37735.72,793.0,298.7,167.61,1.56,0.7,38886.35,219.44,1.41,1.15,-0.59,1.67,1.72,0.41,0.2,0.41,HOROZ
36719.44,727.24,269.87,171.14,1.71,0.59,37284.8,215.8,-0.05,0.82,1.31,2.09,1.23,-1.58,1.38,0.64,HOROZ
36142.8,738.5,299.66,153.35,2.31,0.44,36591.69,213.85,0.96,1.69,0.02,0.28,-0.14,-0.16,1.31,2.31,HOROZ
38253.37,754.61,293.19,167.52,1.27,1.87,38858.11,220.44,0.92,-0.11,0.88,0.6,-0.27,-0.25,1.14,2.91,HOROZ
37453.78,773.27,296.99,160.96,2.16,-0.82,38112.94,219.09,1.94,2.93,2.96,-0.73,2.92,-2.15,1.04,-0.29,HOROZ
38890.03,791.19,320.74,155.76,0.98,0.52,39651.84,221.9,-0.48,1.91,-0.03,1.02,-1.41,-1.16,2.55,0.61,HOROZ
36583.85,733.64,293.21,160.81,0.84,1.73,37023.35,216.3,-0.83,-0.99,2.35,-0.05,-1.32,0.82,2.26,-0.71,HOROZ
37503.14,766.09,309.29,155.85,0.32,0.03,38071.16,219.01,1.06,1.3,0.95,-0.02,1.47,-0.77,0.14,-0.73,HOROZ
37780.52,738.44,283.13,170.54,1.2,-0.51,38243.05,219.56,-0.55,1.28,-0.59,1.25,-2.21,-0.45,0.6,0.56,HOROZ
38890.4,791.84,320.59,155.32,1.22,-0.18,39650.12,222.74,-1.66,1.19,0.64,0.37,-0.15,-0.62,-0.26,0.99,HOROZ
38891.38,790.25,317.18,156.92,1.92,3.22,39648.75,222.85,0.52,1.8,1.56,1.06,-3.34,1.41,2.95,2.08,HOROZ
37776.85,727.31,282.61,170.92,2.72,1.29,38194.88,220.29,-0.07,1.12,0.61,0.31,0.18,0.15,-0.48,0.69,HOROZ
36456.87,731.78,285.43,163.42,1.61,0.04,36979.6,214.17,0.74,0.55,-0.08,0.4,-0.45,-0.75,0.7,0.99,HOROZ
36608.4,750.04,304.93,153.71,3.73,1.13,36968.52,216.32,-0.64,1.43,-1.11,0.45,0.05,1.6,0.37,1.8,HOROZ
38061.06,755.71,302.2,158.05,0.91,0.79,38481.51,219.64,-0.06,0.55,0.53,2.52,-0.19,0.61,2.31,0.81,HOROZ
35138.67,735.32,292.17,154.68,2.82,1.2,35769.86,213.74,1.61,2.52,2.19,2.83,0.16,0.24,3.19,-0.53,HOROZ
36716.81,729.01,271.03,173.71,1.75,0.15,37287.56,215.1,3.26,1.45,0.76,-0.38,-0.61,0.95,0.3,1.18,HOROZ
37038.66,748.04,301.44,158.05,0.17,-0.02,37726.14,217.4,2.13,0.11,-0.75,3.12,0.94,0.72,0.39,-0.02,HOROZ
35511.83,739.5,295.21,154.45,2.32,1.33,35979.36,212.25,1.31,0.38,0.67,1.7,0.28,-0.63,1.68,0.65,HOROZ
